Soil Colour,Ph,Crop type,Soil Moisture,Temperature,Air Humidity
red,5.4,Maize,968.6342009,38.85352296,60.67683643
Redish brown,7.52,Maize,545.9384584,35.17145793,39.57614399
red,5.4,Maize,536.8632114,28.24250359,72.62342941
red,5.3,Maize,621.8007422,25.01497262,64.55203422
red,4.8,Maize,359.3367017,26.27249523,42.75389047
Black,6.75,Maize,687.5446453,34.17352417,69.48625345
red,6,Maize,407.1107273,30.89979917,55.1827885
red,5.4,Maize,783.2240493,21.88008631,79.33967815
brown,6.34,Maize,323.6802231,35.05311842,51.91809652
red,5.1,Maize,689.2873474,31.0990177,51.53382038
red,4.8,Maize,377.3613754,22.55072348,75.54862619
red,5.2,Maize,786.3846862,35.01095861,68.68755054
brown,5.3,Maize,885.0942172,29.07731908,47.82603725
red,4.9,Maize,952.0147367,33.90801008,41.29684387
dark brown,6,Maize,823.6850657,18.98916504,56.31016394
red,5,Maize,378.639245,18.38772107,47.74632561
red,4.8,Maize,523.0670748,36.5241625,72.37280618
red,5.2,Maize,867.927009,37.53191271,69.29236526
red,4.9,Maize,328.2733297,27.6568748,51.88971383
red,5.2,Maize,700.8614187,28.02453568,57.0376537
red,5.1,Maize,630.7639933,28.92860354,66.45325356
red,5,Maize,818.234678,30.16692857,66.57074743
red,5,Maize,889.9257102,32.13554839,63.1229009
Reddis brown,5.59,Maize,369.690719,25.19215304,46.48676344
Brown,6.19,Maize,837.8957936,33.99340104,71.01263397
dark brown,5.59,Maize,640.6866709,20.29012438,48.46842694
red,5.3,Maize,393.4598036,29.20288102,52.63509759
reddish brown,5.52,Maize,967.727021,33.7508084,63.97619937
Reddish brown,5.19,Maize,603.6224168,31.94056071,46.56752637
red,4.9,Maize,369.8831715,30.30262754,70.15445451
red,4.9,Maize,448.7873565,37.72149571,49.61790901
red,5.4,Maize,790.6639743,21.14271796,79.11290148
red,5.1,Maize,822.0259387,18.67475018,47.96938199
red,6.1,Maize,796.7709746,20.19153474,73.74696145
other,5.2,Maize,505.9112418,31.65832788,75.05305502
reddish brown,5.64,Maize,618.1118585,26.61647493,79.64706401
brown,5,Maize,860.0640796,30.39232542,63.52258189
red,4.9,Maize,832.4840144,32.79448245,51.71232505
brown,4.9,Maize,496.8199462,25.54675721,79.97853667
red,5.7,Maize,866.193721,26.91064859,50.99813383
red,5.2,Maize,634.4183693,38.77958164,44.31105783
red,5.2,Maize,442.0967371,18.23106961,62.72107998
red,5.1,Maize,919.9537556,29.77581797,48.43456102
other,5.2,Maize,577.4110444,20.54039819,77.23720305
red,5.1,Maize,938.1575067,18.85151112,62.90551203
brown,6,Maize,589.3729598,38.03190689,57.58098304
red,5.9,Maize,389.8997079,23.33581927,68.31792239
red,5.3,Maize,778.3433044,27.77264397,40.37183393
Brown,5.98,Maize,861.4155238,31.02832649,79.77230005
red,5.5,Maize,634.906514,31.98420426,51.2495242
red,5,Maize,382.3123259,19.99263307,79.51140935
red,5.4,Maize,775.0509828,22.31777601,46.84797898
red,5.6,Maize,366.841065,38.43627208,41.75538957
red,5.4,Maize,386.5201057,21.71739016,41.59180299
red,5.2,Maize,717.5137564,18.70535639,53.57470499
brown,6.22,Maize,715.9999024,38.04933379,71.13208441
red,5.5,Maize,830.7254622,27.51723525,61.72892533
red,5.2,Maize,950.9005329,30.47158501,48.34749426
red,5.4,Maize,805.281461,26.52609749,64.91045536
red,5.3,Maize,812.3085553,37.34241969,76.45659573
dark brown,5.37,Maize,700.8304088,35.00760834,56.42931733
red,5.74,Maize,627.9927702,36.84630434,78.54995112
red,5.41,Maize,929.978191,31.16051634,77.86025913
brown,5.55,Maize,479.3301948,22.60234037,54.66066515
red,5.1,Maize,949.1091416,25.42587483,73.62423687
Very dark brown,6.35,Maize,956.6328537,20.08526132,59.99937374
reddish brown,5.47,Maize,549.8334615,26.91592163,48.28636202
dark brown,5.3,Maize,567.0390867,30.21643669,79.87300727
reddish brown,5.39,Maize,858.7041619,24.1796707,58.4265019
dark brown,5.59,Maize,876.8132003,21.2696214,48.30616759
Red,5.82,Maize,723.4501592,32.90367743,59.75512728
red,6.1,Maize,776.9055608,34.12271479,70.140097
reddish brown,5.58,Maize,921.0419215,36.29114257,78.41652317
Reddish brown,6.21,Maize,518.2972697,28.10468596,75.96087403
reddish brown,5.47,Maize,463.3281481,25.00396861,43.60686182
brown,5.41,Maize,577.5904212,30.19343209,74.8941674
reddish brown,6.49,Maize,882.4578467,22.75695999,51.82283819
dark brown,6.67,Maize,965.9619649,20.56517212,49.27816848
reddish brown,5.69,Maize,775.3692788,18.41849316,57.7958344
red,5.31,Maize,966.0638879,33.19251835,66.17256015
brown,5.08,Maize,779.5082448,23.88017864,76.68392001
reddish brown,5.3,Maize,652.5183556,22.08566886,39.35034206
reddish brown,6.24,Maize,454.952273,19.64370139,52.07902279
reddish brown,5.39,Maize,921.9499489,30.17321403,63.99941095
dark brown,6.03,Maize,870.5303177,21.75881923,56.25280443
brown,6.02,Maize,566.0394613,37.56160538,75.23121858
red,5.38,Maize,922.8566098,23.44207459,57.65934271
dark brown,6.38,Maize,369.1531004,32.04118473,58.11991423
dark brown,6.49,Maize,375.1969616,30.97897523,48.3893111
brown,5.58,Maize,569.4680833,30.26308373,70.45657904
Red,5.16,Maize,920.9165883,28.85199369,79.58379808
dark brown,5.95,Maize,688.1000572,26.25440613,75.33066077
Red,5.75,Maize,556.2812505,37.96377818,78.34920411
dark brown,5.16,Maize,945.650054,37.90100005,55.21881004
red,5.6,Maize,845.0687385,29.89153246,43.19861206
Red,5.49,Maize,568.7311679,32.54629878,57.29781218
dark brown,6.33,Maize,703.3990365,31.46659029,54.6468595
reddish brown,5.1,Maize,533.5651568,30.50524479,56.45939719
reddish brown,5.64,Maize,912.0305599,26.49668735,71.28493693
dark brown,5.61,Maize,652.0874552,30.24308677,61.60341623
reddish brown,5.27,Maize,597.3467857,37.79162365,63.76465412
reddish brown,5.57,Maize,913.1802353,18.31229088,55.69426101
red,5.35,Maize,890.0421705,35.09504407,67.75074416
black,6.03,Maize,382.1318771,38.84043525,60.46592322
red,5.67,Maize,800.757959,29.16231992,46.28767143
dark brown,6.12,Maize,695.7229392,27.52283836,58.87695001
brown,5.67,Maize,471.7432182,33.71881682,77.86846116
dark brown,5.63,Maize,627.1721686,26.05486384,68.1064194
red,6.07,Maize,956.3223013,19.23394271,61.05262138
dark brown,5.59,Maize,809.4209958,24.2811075,41.16005328
red,5.43,Maize,377.0564505,29.48061147,73.52634484
brown,6.06,Maize,910.6795085,37.40756856,42.73632489
dark brown,5.84,Maize,519.4193668,22.28058393,59.92074605
dark brown,5.49,Maize,843.8192554,24.32216737,77.54725869
brown,5.5,Niger seed,403.1280473,19.78504573,67.3458458
brown,5.3,Niger seed,608.87365,31.85845796,70.48824338
red,5.3,Niger seed,779.6839843,23.67640818,64.17415196
red,4.9,Niger seed,512.7347341,33.85975468,53.69886136
red,5.3,Niger seed,617.0083493,37.45750356,71.88129158
black,6.2,Niger seed,750.8794452,26.01715933,72.90003735
red,5.4,Niger seed,586.2697663,32.7822817,79.39622136
red,5.9,Niger seed,659.0589347,35.49790239,71.1491586
red,5.5,Niger seed,423.6605457,26.93286404,50.31058035
Dark brown,7.42,Niger seed,646.2745056,36.55190734,41.65580238
reddish brown,6.99,Niger seed,852.1557502,24.17474745,69.11859986
red,5,Niger seed,731.4115957,18.71531892,48.28415874
dark grayish brown,5.89,Niger seed,800.8784204,30.05533821,69.97060658
black,6.9,Niger seed,664.1839324,31.18727889,60.49409555
brown,5.4,Niger seed,787.1629361,21.65127494,55.7252783
black,6.5,Niger seed,662.5876169,36.02080861,51.48634067
black,6.8,Niger seed,740.9174342,37.72111925,54.80628439
black,5.5,Niger seed,503.5846424,20.08994075,46.80082745
black,5.8,Niger seed,506.6274006,34.15348078,49.62560409
black,7.3,Niger seed,379.1896263,36.09354546,69.93111448
red,5.2,Niger seed,614.1447999,22.9634073,47.21001228
red,5.2,Niger seed,413.439804,38.87274949,70.23262977
brown,4.6,Niger seed,778.3215079,29.25138974,70.71133193
red,5.2,Niger seed,958.2870206,32.79551925,39.3070488
red,5.6,Niger seed,955.4524882,25.14303434,61.0931033
red,5.6,Niger seed,814.3809156,29.05672935,50.58046616
red,5.3,Niger seed,858.0030916,22.61640483,80.10841303
red,5.2,Niger seed,612.0839541,35.10280421,75.47179027
red,5.6,Niger seed,781.3465069,38.64204198,78.29800327
red,5.2,Niger seed,500.7772078,38.93488886,60.17567916
red,4.7,Niger seed,579.6039334,28.05593214,65.69814377
red,5.39,Niger seed,689.2348739,21.75547582,45.25242536
red,5.1,Niger seed,699.0279507,37.96583119,58.17393299
red,5.1,Niger seed,596.0269035,27.35740702,53.24583323
red,5.39,Niger seed,502.5446105,36.58543299,47.51758222
red,5.3,Niger seed,556.6006546,21.7526806,71.81692789
red,5,Niger seed,749.5675583,25.96604941,66.56851557
red,5.4,Niger seed,686.9389477,29.89236215,67.17688678
red,5.4,Niger seed,560.3871763,20.93929387,73.96846842
red,4.9,Niger seed,579.0458045,33.58764565,54.17597675
red,5.7,Niger seed,662.9145114,31.53475002,63.58550902
brown,5.5,Niger seed,711.46649,21.36367169,47.6595957
brown,5.5,Niger seed,461.4114943,18.0418529,72.03049538
other,5.7,Niger seed,601.5291227,26.52973027,38.46631254
red,5.4,Niger seed,873.8092644,27.29019591,50.65531449
other,5.3,Niger seed,890.629467,20.20750976,77.32392626
black,6,Niger seed,594.1937047,37.37722111,79.73774727
black,6.56,Niger seed,691.4969785,22.56823682,65.57500466
brown,6,Niger seed,816.6570643,28.19131117,47.32842254
brown,6.1,Niger seed,438.997521,25.00097293,63.22575853
black,6.8,Niger seed,808.9722413,18.02308482,43.58677896
brown,6.1,Niger seed,931.9886693,24.43816379,68.09417311
brown,6.1,Niger seed,462.4134864,31.31916242,69.53390368
black,6.1,Niger seed,409.4435179,19.39718741,40.6394571
black,6.1,Niger seed,738.0729691,30.57580061,60.2918971
brown,5.8,Niger seed,959.4791588,22.51616591,52.69807052
brown,6.3,Niger seed,813.3407335,28.35694127,55.93842284
black,5.8,Niger seed,368.0173505,22.08664291,75.37759171
black,5.85,Niger seed,952.0394445,30.57818007,42.49050933
red,5.41,Niger seed,558.1693318,32.57947349,71.81445992
brown,6.1,Niger seed,548.9888993,22.76198712,48.95790476
black,6.74,Niger seed,879.2699819,18.10828862,53.20645496
brown,5.17,Niger seed,460.3927013,30.32878719,58.39334329
red,5,Niger seed,945.2850117,32.40779927,59.10097832
red,5.4,Pea,934.0839102,34.76936813,52.91122041
black,6.26,Pea,438.4085462,30.79575062,76.08648139
black,7.3,Pea,436.4776497,25.2639197,73.77990546
black,7.6,Pea,540.9598746,37.08163941,75.30766096
black,8,Pea,974.7576881,33.9475768,66.50500922
black,6.9,Pea,826.789468,35.65237852,59.57541333
black,8.3,Pea,904.818884,22.35036277,48.23864636
black,6.3,Pea,943.6300113,31.78896301,55.6272269
brown,6.4,Pea,411.7683597,34.81096857,45.96664777
black,6.7,Pea,983.4812735,19.38014281,55.39879336
black,7.3,Pea,581.6997102,29.91325032,58.38617365
black,5.9,Pea,652.6742974,21.06282126,60.33600657
black,7.87,Pea,531.6545514,37.21101263,75.77708667
black,6.1,Pea,722.1132467,22.27204739,53.14085316
black,6.1,Pea,641.629109,28.36837406,70.30593756
black,6.1,Pea,813.6410511,18.03657251,56.68663608
black,5.85,Pea,664.2354921,26.89584589,43.32958301
black,5.85,Pea,589.3380935,18.99337216,64.57101819
black,5.85,Pea,869.0518127,37.35771895,55.80682479
black,5.85,Pea,649.3947453,19.67378804,62.71193272
black,5.85,Pea,744.2943213,37.05718767,51.92453065
brown,6.4,Pea,817.9251937,20.00561426,74.53653945
black,7.3,Pea,984.4514286,31.0774931,67.65140777
brown,6.1,Pea,757.9395115,20.71591201,38.56898206
black,6.3,Pea,849.9892883,36.68693169,80.96288504
brown,5.84,Pea,415.2868427,23.38215283,74.35406514
red,5.84,Pea,702.9907482,36.29787689,80.39495016
black,6.76,Pea,638.7203184,24.36349844,43.43980332
brown,6.2,Pea,345.2248325,25.96098326,68.82794811
brown,7.1,Pea,706.3560448,26.51240706,74.09449288
black,6.4,Pea,825.3032257,25.42232996,49.7584774
black,5.9,Pea,852.1709657,21.40426992,80.41494851
black,6.27,Pea,586.466579,23.03255276,73.4330285
black,6.3,Pea,573.3424186,33.04977984,43.2768211
black,7.9,Pea,845.6776002,21.66234278,54.11800289
black,6.1,Pea,923.9812377,37.88213074,70.10893697
black,6.95,Pea,640.2615503,25.45782073,52.16927391
black,7.68,Pea,668.2433409,21.52404562,74.43168053
brown,5.4,Pea,731.9701849,38.51188115,45.99526635
red,5.8,Pea,869.4323669,23.36228591,67.10888745
black,5.85,Pea,965.5800802,24.5662605,40.33388517
brown,5.8,Pea,616.1144905,26.5824958,69.02879161
gray,6.1,Pea,818.7046769,27.44876772,61.13411325
red,5.8,Pea,884.8177829,19.09239526,76.47670325
brown,5.3,Pea,605.2780572,32.43215467,43.55996339
gray,5.37,Pea,727.7350073,25.04881504,49.92482747
red,5.7,Pea,866.1623059,30.16597056,58.30830992
brown,5.51,Pea,670.4789215,36.80888759,78.64358638
red,6.34,Pea,968.903367,38.96526949,54.4698956
brown,6.18,Pea,582.9524988,24.19047465,48.04768595
black,6.48,Pea,604.4251482,26.97829197,39.12107459
brown,5.8,Pea,435.8738712,31.04325951,79.98262598
black,6.62,Pea,556.7122087,30.7581707,79.16322729
black,6.62,Pea,855.5685349,24.72328335,59.61199671
brown,5.58,Pea,596.6696044,31.53313739,48.73081836
black,6.62,Pea,444.4494104,25.80003562,39.21528112
black,6.06,Pea,968.3502336,26.49266911,53.36520693
black,6.06,Pea,330.6596674,34.42031409,50.99181607
black,5.4,Pea,714.5116988,24.72608435,57.90312622
brown,5.3,Pea,451.4903182,29.98932258,55.72094592
black,6.7,Pea,688.8799336,35.35539778,58.72923221
black,7.1,Pea,562.2101178,28.99285492,71.53812771
black,5.9,Pea,488.0895553,23.41524452,43.95001663
black,6.2,Pea,697.9341678,29.69790934,45.82429413
black,6.7,Pea,781.9152668,33.31310247,55.21907099
black,7.3,Pea,957.5136899,18.4189478,40.29044218
black,7.6,Pea,740.276956,34.85108313,50.76394304
black,7.5,Pea,936.5396739,27.33767407,46.054531
black,7,Pea,652.8952166,21.60982077,47.29405298
black,6.7,Pea,741.0117168,20.62486798,79.01234662
black,7.7,Pea,898.9709983,34.44414011,60.78475498
black,7.1,Pea,891.7989809,35.14789549,54.69812903
black,6,Pea,365.2455465,21.87981324,62.81473011
black,6.2,Pea,923.3339341,28.27952563,38.4643338
black,6.5,Pea,872.7486024,19.03832662,53.04884457
black,6,Pea,617.8136926,33.75230875,78.89978599
black,6.3,Pea,570.8323059,29.78826787,38.4838614
black,6.6,Pea,773.8038606,27.67098211,78.43999586
red,5.6,Pea,466.2822746,19.92300369,54.39093057
black,6.4,Pea,927.6495646,30.8757391,75.25367229
red,5.4,Pea,515.6608536,38.14043672,48.64652443
black,6,Pea,438.5708636,34.79852335,59.96381988
black,7.7,Pea,494.6210414,23.17659108,47.89163966
black,7.1,Pea,927.1969986,23.99376201,62.64371009
black,6,Pea,504.2837862,27.66429451,71.62320557
dark reddish brown,7.09,Pea,683.5753416,35.86454674,64.87087827
dark reddish brown,6.4,Pea,695.4138868,33.9678819,77.06546517
brown,6.38,Pea,948.7108537,36.23818107,46.57858556
other,6.5,Pea,821.8533283,21.59618951,45.58878105
brown,5,Pea,508.1090768,33.18911693,51.80114566
red,5.3,Pea,962.3482234,27.93450022,38.18142961
black,5.9,Pea,456.8821984,25.73632528,46.61877088
black,6.8,Pea,659.0092548,30.55814526,52.29361201
brown,6.08,Pea,545.1165511,19.42272937,58.76400279
brown,6.2,Potato,796.2114561,19.57184361,79.61548078
brown,5.04,Potato,942.6054643,24.63051384,59.24840344
red,5.67,Potato,382.9699425,21.00199804,59.02205152
red,6.9,Potato,694.8957224,25.25670925,49.64742114
brown,5.37,Potato,403.1189254,29.50942362,50.9038211
red,5.4,Potato,511.4936355,36.56291194,51.77263194
red,5.4,Potato,936.526867,26.24508493,56.26797289
brown,5.3,Potato,789.4619455,38.56065877,73.5716658
black,5.4,Potato,884.5262291,29.24865762,43.30018798
brown,5.8,Potato,707.4880621,21.61528913,58.48887723
brown,5.8,Potato,643.4425229,23.71237537,73.04744532
brown,5.6,Potato,945.6099101,24.40270948,59.06540585
brown,5.8,Potato,524.5519931,28.05915574,63.06917873
brown,5.8,Potato,707.3297883,25.87581023,75.62921093
brown,5.8,Potato,534.4868872,25.24791883,44.83690614
other,5.3,Potato,479.6603644,33.73085853,48.1180753
brown,5.3,Potato,850.730122,26.39636205,54.25378075
brown,5.8,Potato,690.6811501,35.45977347,49.6036282
brown,5.8,Potato,644.1099375,38.83719454,74.71370973
black,5.8,Potato,829.5001414,37.4547558,75.29105374
brown,5.3,Potato,717.1541156,19.66801155,41.05842758
brown,5.3,Potato,417.9842138,31.14616491,55.11381762
red,5.8,Potato,405.7454311,35.7186087,55.13471515
brown,5.3,Potato,928.1892673,33.73274779,49.96306722
brown,5.3,Potato,324.6485169,36.45717946,47.85971591
brown,5.3,Potato,436.5098511,37.40104424,67.2270859
black,5.8,Potato,786.8402011,34.83808184,62.61838003
brown,6.08,Potato,591.438165,30.28038137,54.51143358
brown,5.4,Potato,576.2454686,37.06950988,77.69338783
brown,5.4,Potato,392.6881096,26.73582047,54.68369751
brown,5.8,Potato,720.3491333,30.4983656,44.72020754
black,7.02,Potato,685.0407085,27.98237171,59.6899451
black,5.8,Potato,576.4305765,34.80104228,62.13405771
brown,5.8,Potato,833.3249027,19.27003383,76.36934521
brown,5.6,Potato,647.7442396,23.1589559,44.65804922
red,5.8,Potato,833.4461825,35.17669961,63.01109739
gray,5.8,Potato,825.0913966,19.75680264,58.95850402
red,5.72,Potato,843.0150759,33.84774608,47.7762268
brown,6.37,Potato,786.2771367,22.41872767,65.11092574
brown,5.1,Potato,957.5365993,30.02767235,49.41334865
brown,6.25,Potato,761.821575,35.96762962,73.57814523
brown,5.45,Potato,342.4269912,23.92514847,43.93674651
brown,5.2,Potato,808.282903,26.18055818,79.54552024
black,5.1,Potato,917.6062229,32.79837092,70.801908
brown,5.1,Potato,974.6860172,36.34405918,73.98933944
red,5.45,Potato,572.3628085,26.93053313,41.01367881
black,4.5,Potato,982.604802,34.68302059,65.92672407
brown,5.49,Potato,607.3596305,35.74301561,57.50459005
black,6.5,Red Pepper,596.7871947,23.31705906,53.28384801
brown,7.55,Red Pepper,719.4696427,30.07664237,53.38092247
black,6,Red Pepper,442.0628266,35.40252211,72.86574049
red,5.3,Red Pepper,749.5717822,29.56030264,48.83882286
red,5.2,Red Pepper,452.0565602,22.10427893,45.03131872
red,5.2,Red Pepper,562.5432529,32.87157231,39.94358184
red,5.2,Red Pepper,695.6355637,21.80980028,68.36974589
red,5.8,Red Pepper,918.6847214,19.08617129,67.10560104
red,5.17,Red Pepper,864.3494745,19.38924668,73.55445587
red;luvisols,5.1,Red Pepper,732.3456635,27.1603892,70.08812816
black,6,Red Pepper,624.5526447,37.46037061,39.12413063
other,5.5,Red Pepper,563.369103,38.3104327,73.35048135
gray,5.8,Red Pepper,921.6121763,30.0499607,62.79593476
black,6.5,Red Pepper,337.8214587,20.83560608,73.49043343
red,5.5,Red Pepper,334.3492329,29.0456744,80.47795353
red,6,Red Pepper,463.0710835,30.55254917,42.19150003
brown,5.7,Red Pepper,520.9967473,21.99180565,53.80173342
red,5.1,Red Pepper,730.0173103,29.1213771,61.01023667
black,6.36,Red Pepper,962.2880221,35.73298552,49.38340442
red,5.05,Red Pepper,674.653713,31.84482293,50.9447955
brown,6.45,Red Pepper,818.2432747,22.9737802,42.76213964
black,6.45,Red Pepper,476.2689692,20.13976771,64.62884463
black,6.7,Red Pepper,935.9770873,20.257733,75.38391868
black,7.46,Red Pepper,717.5128466,30.77575438,47.38666827
black,7.38,Red Pepper,650.6712524,21.86106029,50.91438497
red,5.6,Red Pepper,879.806779,18.88745366,63.08025603
red,5.83,Red Pepper,437.3257933,19.34636915,41.07765265
red,5.15,Red Pepper,921.2883534,32.49087083,77.59642677
red,5.95,Red Pepper,613.6522082,23.8256945,60.06699302
black,6.3,Sorghum,891.6464949,21.13272192,67.151166
brown,6.84,Sorghum,960.2441496,32.9372344,64.85500448
red,6.62,Sorghum,726.8512087,22.71179143,81.17051296
red,5.3,Sorghum,466.5518391,30.86286885,73.39259253
red,6,Sorghum,700.5294479,24.80234294,45.77242745
red,6.1,Sorghum,658.19133,37.5805476,78.23585951
black,6.18,Sorghum,496.5897752,37.19430726,55.19091971
black,5.1,Sorghum,469.0622345,33.26280787,65.83926883
brown,7.53,Sorghum,760.3555706,38.98266297,67.35342141
brown,6.37,Sorghum,979.9001681,20.71598026,65.01713554
black,5.3,Sorghum,539.227657,32.36745933,61.11690991
black,5.3,Sorghum,949.1412881,18.23298915,44.58465964
red,5.3,Sorghum,363.6541966,20.01590422,70.36432508
red,5.4,Sorghum,332.1403306,18.47040124,45.11075875
brown,8.15,Sorghum,551.4898965,36.4277688,44.61776584
very dark gray,8.18,Sorghum,359.92637,22.39878349,64.47524358
dark brown,8.28,Sorghum,499.2593956,33.89337033,66.43430519
dark brown,7.85,Sorghum,537.4059935,30.05765423,39.85848638
dark brown,8.19,Sorghum,531.7870926,26.16314208,68.30073364
dark brown,8.07,Sorghum,844.4969211,36.468962,71.27798643
dark gray,5.12,Sorghum,455.1491394,35.556683,61.82823012
brown,6.77,Sorghum,565.4588859,33.69203137,77.37285038
brown,7.19,Sorghum,797.1462996,18.46186153,79.98931458
black,7.2,Sorghum,771.8270785,32.47608139,65.49454495
other,5.3,Sorghum,972.2755938,29.19014257,77.03997916
Dark gray,6.74,Sorghum,832.623761,32.74689352,52.13902681
brown,5.04,Sorghum,897.3204521,20.43972201,41.66439279
black,8.3,Sorghum,970.1673059,30.66880669,48.14694968
red,6.51,Sorghum,529.7342514,26.67866413,48.41194805
brown,7.2,Sorghum,975.1027452,38.27545546,45.64316315
brown,5.6,Sorghum,675.404405,28.69990089,38.24216744
red,6.7,Sorghum,578.8904359,23.53613571,57.33681672
brown,7.87,Sorghum,738.2959617,37.6465697,53.08936966
red,5.81,Sorghum,981.4118962,28.81015271,46.32995109
brown,7.87,Sorghum,599.8147681,36.83278446,65.8929089
dark reddish brown,6.26,Sorghum,542.9595896,32.001812,44.78996039
gray,7.87,Sorghum,440.3653265,26.8381455,45.10692892
gray,6.09,Sorghum,465.9346787,37.24980874,55.60514288
red,6.09,Sorghum,594.7158478,28.61148738,44.42857702
brown,7.53,Sorghum,559.2668976,26.87690639,55.99453314
brown,7.2,Sorghum,838.9090931,31.83076506,66.52800785
red,5.6,Sorghum,791.1722009,38.19926515,43.79936097
brown,6.2,Sorghum,802.9311978,25.65387911,80.32092719
gray,8.1,Sorghum,611.7334314,28.47073032,76.32658495
brown,7.1,Sorghum,543.813081,19.16321404,63.27620516
black,7.4,Sorghum,921.9568078,19.44769158,48.18675077
gray,7.4,Sorghum,373.2283944,31.63550239,56.2945911
brown,7.4,Sorghum,834.2690638,19.13045316,80.38899129
black,6.1,Sorghum,361.4488417,38.78493475,78.6258674
black,7.3,Sorghum,798.602305,33.94932238,52.22347846
gray,6.8,Sorghum,521.6154347,34.21497308,53.19006489
red,7.1,Sorghum,519.7493026,36.92756776,39.40998757
gray,8.1,Sorghum,580.054174,32.03349845,67.82869915
brown,5.57,Sorghum,770.9280577,23.04695196,47.76257726
brown,6.8,Sorghum,795.3777511,32.91059138,68.57090886
black,8.1,Sorghum,656.6183652,32.15583135,47.54433928
brown,7.1,Sorghum,658.1960674,23.82382525,47.68464961
brown,7.1,Sorghum,515.3291953,29.31800172,53.81253237
other,5.8,Sorghum,835.0063352,20.10223484,73.09777112
brown,5.8,Sorghum,605.7203538,24.88684162,50.66934103
red,5.8,Sorghum,677.7669747,27.9698024,58.42860961
brown,5.8,Sorghum,372.2846201,19.5140938,53.25848405
black,5.8,Sorghum,844.9107854,21.14396038,38.47447131
brown,5.8,Sorghum,823.0316349,35.64806181,50.51442919
brown,5.81,Sorghum,585.6052804,38.57570662,65.94336077
red,5.1,Sorghum,954.7738983,35.11573262,56.08167309
black,6.32,Sorghum,620.3396869,30.31674923,72.80003257
brown,6.95,Sorghum,564.9144593,36.50484946,50.51481723
black,7.4,Sorghum,877.9674132,34.93341744,76.95159066
red,6,Sorghum,370.6705846,23.73996433,57.84112525
brown,5.3,Sorghum,550.215559,32.41042249,52.085322
black,5.9,Sorghum,591.685358,36.21461684,69.23732578
brown,7.2,Teff,384.4493012,30.9067231,51.10989401
brown,8.2,Teff,344.3370793,20.29109218,38.93588672
brown,6.6,Teff,799.3592555,33.47276059,46.27637857
black,6.4,Teff,728.6545801,18.90431307,65.03744882
red,5.7,Teff,654.3507292,22.88142269,48.7906061
black,6.5,Teff,404.9828979,28.44536613,62.01907398
brown,7.4,Teff,883.1544493,22.33201545,62.33416615
brown,7.1,Teff,635.2509249,32.50556591,71.4598388
black,6.5,Teff,472.9600224,30.94396029,58.74233378
brown,6.9,Teff,981.4673973,35.8363985,68.61960319
brown,7.3,Teff,926.2632595,31.27671657,52.04141828
black,8.1,Teff,874.1428961,30.84035089,80.78886983
black,7.2,Teff,431.3280804,38.12439257,72.41965772
black,7.2,Teff,642.7188497,19.27278395,64.39240928
brown,8.1,Teff,630.5896957,23.25362964,73.05106057
red,5.7,Teff,590.2836931,21.60308549,43.07702794
brown,6.9,Teff,353.8323911,33.46987874,46.48973812
black,6.6,Teff,807.8219453,19.97201159,48.90382783
black,6.3,Teff,924.4820039,30.45274412,78.16442739
other,6.1,Teff,339.0366429,19.80341986,46.35797161
black,6.9,Teff,873.838226,24.38850579,64.61127326
red,5.3,Teff,973.7486424,31.73379104,57.00249466
brown,6.3,Teff,835.2858592,36.21595651,55.55851827
black,6.6,Teff,436.7885225,31.49690735,64.21479755
red,5.1,Teff,939.3130783,20.38339445,74.09752129
brown,5.7,Teff,617.46519,32.51772374,73.96592618
black,6.3,Teff,804.0723945,30.31124827,42.51336789
black,6.7,Teff,789.5634416,34.64663843,78.96364767
black,5.5,Teff,773.0576844,18.40618087,44.30280173
black,5.6,Teff,668.8303242,20.74707072,58.6147207
red,5.2,Teff,372.7284404,24.53801993,62.8753155
red,5.2,Teff,716.1973889,18.92209781,57.08887263
black,6.1,Teff,590.9498389,31.69509823,72.04317916
brown,6.8,Teff,754.6245508,26.03005719,38.49904096
brown,5.1,Teff,508.7559421,25.10371504,57.14599296
red,5.5,Teff,316.5040779,37.79081929,62.50461285
red,5.2,Teff,414.7375928,18.8669356,53.86586464
brown,5.4,Teff,411.7609914,32.17858734,56.69137253
dark brown,8.38,Teff,882.4963198,19.26030223,75.82557154
brown,5.2,Teff,814.5755627,20.1944055,61.81188357
dark brown,8.29,Teff,601.035337,27.84424217,72.18477047
red,5,Teff,355.1043998,21.97899724,80.96629953
brown,5.6,Teff,500.5164491,23.91558121,43.81027148
brown,5.4,Teff,643.1188069,23.80609137,56.19436672
red,5.1,Teff,605.8302752,26.45548525,50.3511229
red,5,Teff,630.8111793,35.37990918,46.9621624
brown,5.2,Teff,903.4947939,36.84306652,73.42206458
black,6.5,Teff,799.4377022,21.09845876,49.45806006
red,5.4,Teff,681.6934133,18.58552501,63.3529021
black,7,Teff,670.2057585,34.40175722,79.56989463
dark brown,7.46,Teff,330.153541,29.79206901,79.00512845
black,7.4,Teff,511.3079057,35.51312237,63.21800481
other,6.5,Teff,385.0134307,25.67138623,40.67579156
black,6.8,Teff,841.9879605,26.92046796,71.10763281
brown,6,Teff,925.1004761,29.99290072,40.71287173
black,6.5,Teff,865.5226657,20.61434227,55.16371062
